names,address,city,phone_number,dth_pack,subscription_status,customer_class,ott_subscription,dth_pack_price,no_of_channels,active_since,viewtime,churn
Andrew Cantrell,"50963 Christine Neck,West Willie, MI 22387",North Mike,001-332-868-9303x34344,Standard,True,Individual,Other,350,400,919,1,True
Julia Hamilton,"878 Selena Ranch,West Kevinborough, NM 84382",Meganmouth,704-541-3168,Standard,False,Individual,Amazon Prime Video,350,400,0,4658,False
Caroline Skinner,"9041 Laurie Turnpike Apt. 995,Taylorbury, KY 14543",Pricemouth,270.034.8741x93499,Standard,True,Home,Hulu,350,400,135,56,True
Harry Baker,"9249 Smith Heights Suite 333,West Jonathanmouth, DC 73213",Cooperchester,(574)729-4183x8093,Standard,True,Individual,Amazon Prime Video,350,400,1814,763,True
Taylor Brown,"542 Karen Views,Bonnieside, AZ 34556",Robertland,+1-296-515-4553x11211,Standard,True,Individual,Netflix,350,400,1670,555,True
Michelle Davis,"52805 Perry Inlet Apt. 922,Martinezside, MD 18045",Hamiltonbury,(089)464-6389,HD,True,Individual,Netflix,500,450,1425,319,False
Janet Summers,"28471 Alicia Street,West Maria, MA 24986",Christinebury,2109536137,Standard,True,Individual,Netflix,350,400,1957,658,False
Rachel Simmons,"2726 Sophia Ways,Samanthabury, WA 66055",Johnsonfort,419.146.0662x56354,HD,True,Individual,Netflix,500,450,1329,163,True
William White,"83886 Matthew Prairie Apt. 353,Hillfort, WA 77095",Davidsonside,+1-528-140-3355x42650,HD,False,Home,Other,500,450,0,7081,False
Dr. Ronald Osborn,"USS Green,FPO AP 80414",East Adamfurt,+1-193-431-4516x150,HD,True,Individual,Other,500,450,13,4,True
Shelby Carter,"9430 Kim Mews,South Laura, OH 39506",East Steven,001-722-689-8798,Standard,True,Individual,Netflix,350,400,69,15,True
Katelyn Brown,"627 Anderson Point,Odommouth, GA 43719",New Davidhaven,001-992-166-6862x1347,HD,True,Individual,Hulu,500,450,433,78,True
Jason Sanchez,"0059 Fernandez Shores Apt. 280,West Valeriechester, KS 22838",Mullinshaven,253-815-0230x55634,Standard,True,Individual,Other,350,400,1495,477,False
Leslie Wilson,"0945 Gary Trafficway Suite 699,New Codyhaven, VA 26121",Sharpfort,142.156.4306x772,HD,True,Individual,None,500,450,1166,75,False
Renee Porter,"65189 Michael Island,North Gregorymouth, CT 50920",Marshallland,001-925-894-9309,Standard,False,Home,Other,350,400,0,3162,True
Joseph Phillips,"4914 Mary Junction,South Johnside, NE 78744",Lorettaton,+1-001-216-7643,HD,True,Home,Hulu,500,450,54,5,False
Ann Castillo,"159 Anderson Throughway,Seantown, WY 62775",East Stephaniechester,581-813-2873x763,HD,True,Individual,Netflix,500,450,108,14,False
Nicholas Simon,"642 Peters Circles Apt. 040,Rhodesmouth, CO 10219",New Joshua,813.371.6961x504,Standard,True,Individual,None,350,400,1543,119,False
Brett Wagner,"13138 Klein Street,North Keithshire, WI 69144",Richardside,+1-240-003-0062x06633,Standard,False,Commercial,Netflix,350,400,0,4371,False
Cheryl Myers,"PSC 3037, Box 0295,APO AE 37429",North Kevin,340.779.4044x97707,Standard,True,Individual,Hulu,350,400,136,15,False
Erica Johnson,"26169 Huff Meadow Suite 428,Brightmouth, DC 63045",Danielland,001-363-409-6502x435,HD,True,Individual,Netflix,500,450,221,97,False
Alexandra Boyle,"695 Molly Point,North Sandra, IN 01560",Chrischester,820.299.1140x543,Standard,False,Individual,Netflix,350,400,0,4320,False
Pamela Mcdonald,"96015 Wheeler Knolls,Rodriguezbury, MD 90385",West Latoyashire,205-521-5442x676,Standard,True,Commercial,Netflix,350,400,267,27,True
Rachel Martin,"PSC 9103, Box 0669,APO AE 17166",East Jeffreyshire,(866)218-0587x805,Standard,True,Home,Netflix,350,400,1009,225,False
Michele Kennedy,"335 Smith Estates Suite 978,East John, NC 31272",East Brittanychester,702.181.3814,Standard,True,Individual,Netflix,350,400,1842,642,True
Leslie Salazar,"3912 Eduardo Haven,Port Darryl, KY 65329",North Carl,421.787.4454x40501,Standard,True,Home,Other,350,400,27,4,True
Jill Allen,"Unit 0482 Box 6917,DPO AE 56416",Port Roberthaven,(440)182-9585,UHD,True,Individual,Hulu,700,500,1943,234,False
Andrew Eaton,"55452 Charles Lane Suite 564,Craigland, RI 33223",Kington,(536)570-8412,HD,False,Individual,Hulu,500,450,0,9153,True
Theresa Martinez,"983 Smith Unions Apt. 502,Brownshire, DE 94815",North Lauraside,232.957.7665,HD,True,Commercial,None,500,450,1489,25,False
Paul Boyle,"205 Gomez Hill,Port Kellymouth, IA 19143",New Jamesport,184-768-7144,HD,True,Individual,Netflix,500,450,1335,574,False
James Briggs,"28976 Guzman Stravenue,Lopezhaven, ME 22540",New Jason,162-377-5418,Standard,True,Home,Netflix,350,400,1800,385,False
Timothy Harrison,"04458 Hawkins Overpass,South Shannon, TN 97153",Reidside,029.854.6163,Standard,False,Home,Amazon Prime Video,350,400,0,5430,True
Cassie Frazier,"2441 Deanna Knoll Suite 925,Owenshaven, KS 58195",South Shawn,2722161106,HD,True,Individual,Netflix,500,450,1953,896,False
Laurie Nolan,"0540 Sara Route,South Nicholas, TN 84452",Brianahaven,(793)142-4838x838,HD,True,Individual,None,500,450,1179,382,False
Elizabeth Butler,"8047 Victoria Station Apt. 295,West Josephfurt, FL 63470",East Robertbury,+1-084-398-6668x714,Standard,True,Individual,Netflix,350,400,1894,786,False
Lindsey Nelson,"03925 John Mission,Port Robert, KS 33805",Adamhaven,543-269-3900,Standard,True,Individual,Amazon Prime Video,350,400,90,30,True
Paula Ramirez,"9473 Mindy Common Suite 805,North Rogerbury, NV 74361",Westberg,344.302.7000x804,Standard,True,Individual,Amazon Prime Video,350,400,1358,670,True
Deborah Gibson,"559 Robin Ridge Suite 762,Millerchester, AR 86026",Lake Marthaville,256.598.5153x049,Standard,False,Individual,Netflix,350,400,0,7433,True
Justin Reeves,"94808 Veronica Mews,Chrisfurt, MA 97967",East Robinborough,853.233.0496x89910,Standard,False,Individual,Hulu,350,400,0,2148,False
Joan Thompson,"6101 Hayden Rest Suite 087,Carlstad, UT 95345",Ericksonmouth,(214)712-3746,Standard,False,Individual,Amazon Prime Video,350,400,0,1864,True
Devin Gardner,"4843 Juan Roads Apt. 835,East Timothyland, OH 13604",New Dianastad,001-180-970-9420x6106,Standard,False,Individual,None,350,400,0,2015,True
Jeff White,"4572 Hannah Greens Apt. 789,Adamborough, OH 94617",Brownshire,934-117-0947,HD,False,Individual,Netflix,500,450,0,5477,True
Michael Moreno MD,"0804 Matthew Flats Apt. 300,South Katherine, VA 75218",Pamelamouth,+1-268-942-2096x69433,Standard,True,Individual,None,350,400,1230,110,False
Thomas Rice,"1905 Emily Keys Suite 609,Russofort, ND 06123",New Ashleyshire,7660488665,Standard,True,Home,Netflix,350,400,1039,59,False
Emily Stout,"PSC 8829, Box 9405,APO AE 49581",Dylanside,883.478.4072x7163,Standard,True,Home,Netflix,350,400,596,90,False
Logan Torres,"630 Justin Courts,South Erik, KS 38054",Phyllisborough,136-584-5663x46623,Standard,True,Individual,Netflix,350,400,668,270,False
Julia Wallace,"Unit 6262 Box 9832,DPO AE 95818",West Benjaminmouth,(756)066-8700x3967,Standard,True,Home,Hulu,350,400,707,160,True
Brian Martinez,"964 Krista Lights,East Philliphaven, DC 17085",Pearsonstad,211.646.3471x63993,HD,True,Home,Other,500,450,260,81,True
Matthew Daniels,"0251 Murray Ports,Robinsonmouth, OK 28995",Jonesview,809.845.4580x821,UHD,True,Home,None,700,500,226,109,False
Christine Barr,"58876 Morse Island Suite 532,Jacksonport, NJ 94550",Matthewshire,117-821-3175,HD,True,Home,Amazon Prime Video,500,450,1736,182,False
Kristin Ford,"45803 Mathews Forge Suite 650,Wareberg, NM 90160",Port Rachel,001-949-799-3111x36418,HD,True,Individual,None,500,450,71,5,False
Brandon Parker,"09861 James Throughway Suite 597,Nelsonberg, IA 98429",New Susan,911-892-0826x28065,HD,True,Individual,Netflix,500,450,312,76,True
David Roth PhD,"5500 Schroeder Gardens,East Victorfurt, AK 21994",Johnsonside,343.576.9862x81610,Standard,False,Home,Other,350,400,0,4606,True
Jay Bass,"Unit 5944 Box 0700,DPO AA 11065",Christopherview,031-280-6559,Standard,True,Home,Netflix,350,400,944,48,True
Jill Mcmillan,"9757 Higgins Inlet Suite 320,South Teresachester, OK 14937",Gallegosview,824-680-2848x922,UHD,True,Individual,Netflix,700,500,147,4,True
Elizabeth Jenkins,"2541 Sheila Radial,East Ryan, TN 40258",Craigland,196-622-0314,UHD,True,Individual,Netflix,700,500,551,66,False
Eric Shaw,"5025 Tyler Route,North Annborough, MI 35922",North Williamfurt,+1-938-801-0821x089,Standard,False,Commercial,Other,350,400,0,2551,True
Matthew Wells,"645 Heather Courts,Teresaton, RI 78892",Brendaside,+1-337-872-0804x10431,Standard,True,Commercial,Netflix,350,400,407,117,False
Deborah French,"00993 Murray Club Apt. 453,Port Jessica, MS 28507",West Patricktown,+1-635-063-1221x37274,Standard,False,Individual,Other,350,400,0,1856,False
Michael Reed,"02194 Mary Plains Suite 813,Port Phillip, AL 84332",Port Leslie,249.065.2617,Standard,False,Home,Other,350,400,0,6546,False
David Benitez,"457 Mathis Via,Jaredshire, RI 48798",Lake Elizabeth,0890989344,Standard,True,Home,Hulu,350,400,680,322,False
Joseph Pacheco,"08144 Anthony Harbors Apt. 643,Ryanview, ID 69895",New Kimberlyton,893.338.9028,HD,True,Individual,Amazon Prime Video,500,450,1127,548,False
Keith Smith,"385 Lynn Inlet,Port Samantha, NC 25948",Lake Ashleyhaven,+1-477-524-1171x98868,HD,True,Home,Netflix,500,450,1435,367,False
Robert Erickson,"3421 Cheryl Glen Apt. 893,Donaldmouth, VT 69294",South John,571-800-8490x4174,Standard,True,Individual,None,350,400,1579,167,True
Dana Nolan,"5423 Paul Haven Suite 590,West Nicholashaven, MN 40032",Kaylafort,+1-091-474-2221x745,Standard,True,Home,Other,350,400,1820,548,False
Jeremy Webb,"0307 Richard Crossroad,Markberg, CA 81381",Chenport,564-828-4775x758,Standard,False,Individual,Hulu,350,400,0,5241,False
Joshua Woods,"558 Eric Row Apt. 217,Lake Brady, TX 63092",Dennisburgh,(413)518-6130,Standard,True,Commercial,None,350,400,1531,584,True
Lori Knight,"688 Thompson Tunnel Suite 110,New Lauriemouth, VA 38658",Port Susan,003.669.9420x60218,Standard,False,Individual,Netflix,350,400,0,3116,False
Suzanne Stewart,"11559 Michaela Forks,Leehaven, IA 55304",East Kevinburgh,001-924-123-6848x829,Standard,True,Individual,Other,350,400,601,218,False
Alyssa Summers,"10456 Peterson Expressway,Morrisburgh, AR 05019",Port Lawrence,585-499-6721x362,Standard,True,Commercial,None,350,400,76,9,True
Cassandra Cruz,"535 Jill Ways,West Mindyfort, AL 75411",Scotthaven,(574)794-6196,HD,True,Individual,Amazon Prime Video,500,450,1425,600,False
Donna Turner,"PSC 6731, Box 8220,APO AA 57421",Jennifermouth,+1-294-924-9860x8090,Standard,False,Commercial,Netflix,350,400,0,739,True
Marcus Simmons,"58724 Nguyen Courts Suite 492,North Evanchester, ND 27733",Williamsville,001-920-770-5551x0878,HD,True,Individual,None,500,450,1532,201,False
Thomas Simmons,"754 Smith Mall Apt. 112,Oliverport, NM 37556",Melissaport,(020)935-7813x44573,HD,True,Individual,Netflix,500,450,1935,704,False
Phillip Parks,"6814 Zuniga Flats Apt. 900,Codyville, SD 26199",East Amyport,001-051-225-7586x465,Standard,True,Individual,None,350,400,1673,757,True
Ashley Alvarado,"8327 Michael Well,Lake Kristen, NY 04127",Smithside,308.617.6629x6568,HD,True,Home,None,500,450,638,227,False
April Peterson,"83699 Eric Motorway Suite 881,Dicksonmouth, DC 14982",Sarastad,001-898-525-4080x89043,Standard,False,Commercial,None,350,400,0,8659,False
Kristina Brown,"1457 Harrison Alley Suite 014,New Gabrielle, VT 93267",Davisberg,(407)448-2605,Standard,True,Home,Hulu,350,400,1300,26,True
Suzanne Snyder,"8540 John Rue Suite 990,Jacquelinefort, WV 94867",Guerraland,430.120.8574x935,HD,True,Home,Other,500,450,538,129,False
Brandon Knight,"Unit 4221 Box 5166,DPO AA 18206",Riverahaven,+1-240-635-4949x7372,Standard,True,Home,Netflix,350,400,402,82,True
William Brown,"4128 Carl Ferry,Simmonsborough, VA 83459",Portershire,001-029-896-1654x99971,HD,True,Home,Amazon Prime Video,500,450,1938,736,True
Jordan Hobbs,"56564 Lauren Flat,Stephanieview, NE 17390",Lake Rebeccatown,553-455-7731x76922,HD,False,Home,None,500,450,0,661,False
Thomas Williams,"45587 Jenna Harbors Apt. 070,Jerryport, OH 46804",Johnsonshire,149-559-1409x809,UHD,False,Individual,Amazon Prime Video,700,500,0,5206,False
Lauren Mitchell,"856 Melissa Stream,Lake Paul, KS 29828",West Kevinbury,051-458-8071,Standard,False,Individual,None,350,400,0,5232,False
Madison Hendrix,"661 George Extension Suite 810,North Linda, IL 38162",North Paul,163.121.2568x9040,Standard,True,Home,None,350,400,1553,531,False
Jason Perkins,"Unit 5250 Box 1917,DPO AP 23334",New Sara,+1-398-106-4311x58428,Standard,False,Individual,Hulu,350,400,0,8337,False
Taylor Taylor,"21659 Lee Ways,East Elizabethbury, PA 38811",Kathrynbury,201-026-2248,Standard,True,Commercial,Hulu,350,400,995,336,True
Aaron Hill,"3533 Kristen Turnpike,Millerhaven, ME 38590",North Mariah,001-428-768-9645x939,HD,True,Commercial,Hulu,500,450,904,85,False
Kimberly Vazquez,"435 Parker Path Suite 394,Lake Jaimeland, WY 72840",New Robert,(946)245-2232x111,Standard,False,Individual,Amazon Prime Video,350,400,0,1142,False
Crystal Henderson,"293 Dale Mall,Allenfort, WA 90402",South Jermainebury,+1-947-986-5633,Standard,True,Individual,Other,350,400,960,476,False
Cindy Brown,"473 Dennis Station,West Samanthabury, MN 36308",Murphytown,(919)115-3252x73766,HD,False,Commercial,Amazon Prime Video,500,450,0,5516,False
Stephen Brooks,"USNV Shepard,FPO AP 50003",Bakerberg,001-775-034-2348x8497,Standard,True,Home,Hulu,350,400,1627,797,True
Anthony Allison,"9857 Brendan Grove Suite 763,Henryburgh, IN 64521",East James,+1-925-058-7202x439,Standard,True,Commercial,None,350,400,1747,357,False
Paul Green,"4689 Olivia Via,New Susanview, CT 02383",Allenstad,(670)624-4722x069,HD,True,Individual,None,500,450,76,3,False
Courtney Eaton,"131 Frederick Viaduct Apt. 111,West Traceyborough, WV 58625",Latoyaburgh,0105503105,Standard,True,Individual,Amazon Prime Video,350,400,757,160,True
Steven Bailey,"37650 Vazquez Mills Suite 427,Brittanyborough, NH 40230",Danielstad,(302)549-2982x604,Standard,True,Home,Netflix,350,400,1724,156,False
Christopher Keller,"47158 Sweeney Turnpike Suite 803,Lake Deborah, TN 91448",East Scott,+1-323-303-4386,Standard,True,Individual,Amazon Prime Video,350,400,1112,443,True
Julia Guzman,"916 Williams Lake,New Christinamouth, MS 94993",South Timothymouth,769-422-3861x12350,HD,True,Home,Amazon Prime Video,500,450,1591,266,False
Danielle Conley,"1214 Carroll Inlet Suite 888,New Veronicafurt, MT 12613",South Lisa,001-283-964-0143x1559,UHD,True,Individual,None,700,500,1808,206,False
Jennifer Reed,"165 Brady Gateway Apt. 656,Christinahaven, ME 26430",West Lisashire,001-435-872-5419,UHD,True,Commercial,Netflix,700,500,906,315,False
Ronnie Olsen,"PSC 3232, Box 6761,APO AA 65612",Erikafurt,735-908-0006,Standard,True,Home,Hulu,350,400,909,393,False
Mary Wilson,"PSC 2193, Box 1267,APO AA 38704",Robertville,+1-740-838-2352x304,UHD,True,Home,Amazon Prime Video,700,500,331,32,False
Brandon Mcpherson,"712 Morgan Summit,Leeborough, WY 15383",Walkerland,(546)887-5452x09227,Standard,True,Home,Netflix,350,400,1022,340,False
Evan Holmes,"717 Joyce Extension,Arellanofort, NV 95348",Toniville,001-234-956-0381x846,UHD,True,Home,Netflix,700,500,1402,170,False
Diana Richard,"70253 John Pine,North Jeffreyshire, OH 63878",East Melissaberg,001-683-942-5689x238,HD,False,Individual,None,500,450,0,1273,True
Sean Kirby,"8418 Barry Branch,New Erica, WA 36813",Lake Georgetown,219-907-1744x249,Standard,True,Individual,Amazon Prime Video,350,400,1020,13,False
Elizabeth Brown,"Unit 8401 Box 4147,DPO AA 65213",Sharpstad,643.835.3704x27157,Standard,True,Commercial,Netflix,350,400,215,85,True
Tracy Arroyo,"23878 Russell Mountain Apt. 245,Duranhaven, GA 70780",Davidsonton,903-450-3941,Standard,True,Individual,None,350,400,1036,431,False
Michael Castaneda,"00300 Williams Coves,Estradachester, OH 22648",Brucehaven,933-007-9734x081,Standard,True,Commercial,Hulu,350,400,1654,19,False
Brandon Cook,"0357 Eddie Locks,South Thomas, SC 67538",Crossstad,(529)714-9745x7454,Standard,True,Home,None,350,400,1568,210,False
Michael Rodriguez,"063 Freeman Mountain,Lake Melindamouth, NV 53280",Keithburgh,2509845304,Standard,True,Individual,None,350,400,648,269,True
Mark Jones,"77235 Jackson Lane,Lake Daryl, NY 96562",Lake Samanthatown,516.963.7681x42950,Standard,True,Individual,None,350,400,1542,328,False
Timothy Williams,"USNS Padilla,FPO AA 47801",West Patricia,746.619.8927x929,Standard,True,Individual,Other,350,400,1536,565,True
Kevin Mccormick,"3574 Elizabeth Bypass Suite 856,Port Zacharyville, WA 28955",Cherylbury,001-678-253-6186x1319,HD,True,Individual,None,500,450,938,365,True
Victoria Walker,"51136 Julie Ramp,New James, CT 28488",Edwinstad,002.513.3727,Standard,True,Commercial,Other,350,400,495,239,True
Cheyenne Delgado,"5271 Hurst Heights,Spencefort, FL 16952",Robertborough,(781)502-2639,Standard,True,Individual,Amazon Prime Video,350,400,1388,179,False
Alicia Foster,"69986 Martin Mission Apt. 641,North Seth, MA 19829",Lake Sandramouth,+1-279-861-0309x3228,HD,True,Home,Hulu,500,450,435,20,False
William Howell,"2853 Farrell Knoll Apt. 881,Perezton, OH 60408",Lake Tina,(387)226-7893,Standard,True,Individual,Netflix,350,400,1545,558,False
Thomas Lopez,"0280 David Inlet,Castilloborough, LA 41156",Thomasview,412-872-5115x658,Standard,True,Individual,Hulu,350,400,501,32,True
Chelsea Coleman,"248 Paul Plaza Apt. 223,South Laurenland, MS 67565",Walshmouth,918.923.9811x09184,UHD,True,Commercial,None,700,500,169,15,False
Stephen Ayala,"55156 Carney Overpass,Lake Devonbury, DE 65032",Lake Brandy,883.710.9906,HD,True,Individual,Netflix,500,450,1985,579,False
Gabriela Blair,"PSC 9563, Box 4695,APO AA 57202",North Frankchester,951.490.9887,UHD,True,Home,None,700,500,52,12,False
Emily Smith,"5782 Jasmine Common,New Megan, CT 58604",Lake Tanyachester,116-202-0107x249,HD,True,Individual,Netflix,500,450,1519,14,False
Rebecca Cole,"8707 Ayers Walk,Ellisonside, SC 07896",Lake Natalie,001-055-320-8685,UHD,True,Home,None,700,500,1547,257,True
Megan Barnett,"774 Brittany Estate,Port Connie, VA 25371",Andrewtown,(695)072-2657x11231,Standard,False,Individual,Amazon Prime Video,350,400,0,122,False
Wendy Lee,"27359 Bobby Crescent,Port Melissa, ID 01467",Amberstad,5435819971,Standard,False,Commercial,Netflix,350,400,0,1124,False
Michael Wright,"008 Melissa Village Apt. 405,Marcmouth, AK 76191",Connieburgh,(426)975-1607x7375,UHD,True,Individual,None,700,500,711,57,False
Perry Miller,"25362 Booker Orchard,East Jeffreyport, IN 28260",New Sarah,364-848-0987x613,Standard,False,Individual,Other,350,400,0,7295,False
Bradley Maldonado,"84117 Chavez Cliffs Apt. 228,West Natalieshire, DC 85868",North Christopherland,898.441.2201,Standard,True,Individual,Other,350,400,1497,497,False
Mrs. Amy Bauer,"Unit 6481 Box 9137,DPO AE 60802",East Zacharyton,853-288-5710x610,UHD,True,Home,Other,700,500,1383,69,False
Katherine Fernandez,"237 Rivera Prairie,East Nicholaston, RI 26030",New Andrewville,+1-190-978-8103x08625,Standard,False,Individual,Netflix,350,400,0,5130,False
Amanda Conway,"USNS Thompson,FPO AE 07297",Alexandrastad,926.276.3366x3318,Standard,True,Commercial,Netflix,350,400,971,207,False
Michael Beck,"798 Wilson Isle Suite 149,North Jonathanbury, MO 44804",Gregoryton,188.390.5751x166,HD,True,Individual,Amazon Prime Video,500,450,1876,784,False
Lisa Bradley,"896 Heather Rapids,Nicholasbury, AR 06733",Brendaview,001-108-128-0608x987,Standard,True,Home,Hulu,350,400,1446,436,False
Jennifer Brown,"93177 Misty Lake,New Vanessa, DC 75465",Craigfort,8091658183,Standard,True,Commercial,None,350,400,1221,583,True
